District,DBN,School Name,Grade,Group,Class,Year,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
20,20K686,BROOKLYN SCHOOL OF INQUIRY,4,Group 2,,2015,57,343,0,0,6,10.5,22,38.6,29,50.9,51,89.5
20,20K686,BROOKLYN SCHOOL OF INQUIRY,5,Group 1,,2015,81,343,0,0,13,16,32,39.5,36,44.4,68,84
20,20K686,BROOKLYN SCHOOL OF INQUIRY,6,,Class 3,2015,52,355,0,0,3,5.8,10,19.2,39,75,49,94.2
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,,Class 3,2015,573,313,111,19.4,202,35.3,124,21.6,136,23.7,260,45.4
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,,Class 2,2015,553,318,102,18.4,173,31.3,170,30.7,108,19.5,278,50.3
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,,Class 1,2015,510,311,90,17.6,209,41,156,30.6,55,10.8,211,41.4
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,Group 3,,2015,124,307,23,18.5,40,32.3,49,39.5,12,9.7,61,49.2
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,Group 2,,2015,145,315,21,14.5,46,31.7,42,29,36,24.8,78,53.8
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,Group 1,,2015,124,328,11,8.9,34,27.4,46,37.1,33,26.6,79,63.7
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,,Class 3,2015,131,319,17,13,45,34.4,39,29.8,30,22.9,69,52.7
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,,Class 2,2015,113,327,13,11.5,31,27.4,38,33.6,31,27.4,69,61.1
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,,Class 1,2015,90,314,11,12.2,42,46.7,27,30,10,11.1,37,41.1
24,24Q061,I.S. 061 LEONARDO DA VINCI,6,,Class 3,2015,684,290,274,40.1,265,38.7,96,14,49,7.2,145,21.2
24,24Q061,I.S. 061 LEONARDO DA VINCI,7,,Class 2,2015,771,296,314,40.7,288,37.4,128,16.6,41,5.3,169,21.9
24,24Q061,I.S. 061 LEONARDO DA VINCI,8,,Class 1,2015,768,295,295,38.4,318,41.4,102,13.3,53,6.9,155,20.2
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,6,,Class 3,2015,541,314,103,19,189,34.9,111,20.5,138,25.5,249,46
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,,Class 2,2015,663,321,110,16.6,206,31.1,205,30.9,142,21.4,347,52.3
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,,Class 1,2015,663,312,126,19,289,43.6,147,22.2,101,15.2,248,37.4
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,6,,Class 3,2015,330,294,122,37,123,37.3,52,15.8,33,10,85,25.8
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,7,,Class 2,2015,330,289,156,47.3,120,36.4,46,13.9,8,2.4,54,16.4
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,8,,Class 1,2015,319,281,165,51.7,132,41.4,18,5.6,4,1.3,22,6.9
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,3,Group 3,,2015,46,300,13,28.3,17,37,12,26.1,4,8.7,16,34.8
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,4,Group 2,,2015,58,311,13,22.4,14,24.1,20,34.5,11,19,31,53.4
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,5,Group 1,,2015,52,320,5,9.6,20,38.5,15,28.8,12,23.1,27,51.9
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,6,,Class 3,2015,41,293,15,36.6,16,39,8,19.5,2,4.9,10,24.4
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,7,,Class 2,2015,57,302,15,26.3,26,45.6,16,28.1,0,0,16,28.1
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,8,,Class 1,2015,45,299,11,24.4,27,60,5,11.1,2,4.4,7,15.6
24,24Q093,I.S. 093 RIDGEWOOD,6,,Class 3,2015,377,295,139,36.9,146,38.7,51,13.5,41,10.9,92,24.4
24,24Q093,I.S. 093 RIDGEWOOD,7,,Class 2,2015,357,307,104,29.1,136,38.1,74,20.7,43,12,117,32.8
24,24Q093,I.S. 093 RIDGEWOOD,8,,Class 1,2015,304,294,97,31.9,174,57.2,28,9.2,5,1.6,33,10.9
24,24Q102,P.S. 102 BAYVIEW,3,Group 3,,2015,147,306,38,25.9,53,36.1,25,17,31,21.1,56,38.1
24,24Q102,P.S. 102 BAYVIEW,4,Group 2,,2015,155,305,38,24.5,58,37.4,30,19.4,29,18.7,59,38.1
24,24Q102,P.S. 102 BAYVIEW,5,Group 1,,2015,159,320,35,22,40,25.2,44,27.7,40,25.2,84,52.8
24,24Q102,P.S. 102 BAYVIEW,6,,Class 3,2015,116,319,12,10.3,40,34.5,36,31,28,24.1,64,55.2
24,24Q102,P.S. 102 BAYVIEW,7,,Class 2,2015,119,323,18,15.1,35,29.4,34,28.6,32,26.9,66,55.5
24,24Q102,P.S. 102 BAYVIEW,8,,Class 1,2015,117,330,6,5.1,41,35,38,32.5,32,27.4,70,59.8
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,3,Group 3,,2015,93,319,10,10.8,28,30.1,33,35.5,22,23.7,55,59.1
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,4,Group 2,,2015,109,321,11,10.1,26,23.9,43,39.4,29,26.6,72,66.1
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,5,Group 1,,2015,133,327,15,11.3,34,25.6,51,38.3,33,24.8,84,63.2
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,6,,Class 3,2015,114,333,5,4.4,29,25.4,34,29.8,46,40.4,80,70.2
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,7,,Class 2,2015,114,313,21,18.4,48,42.1,37,32.5,8,7,45,39.5
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,8,,Class 1,2015,96,322,9,9.4,38,39.6,32,33.3,17,17.7,49,51
24,24Q119,P.S./I.S. 119 THE GLENDALE,3,Group 3,,2015,44,307,7,15.9,16,36.4,15,34.1,6,13.6,21,47.7
24,24Q119,P.S./I.S. 119 THE GLENDALE,6,,Class 3,2015,232,334,28,12.1,49,21.1,36,15.5,119,51.3,155,66.8
24,24Q119,P.S./I.S. 119 THE GLENDALE,7,,Class 2,2015,238,338,30,12.6,42,17.6,48,20.2,118,49.6,166,69.7
24,24Q119,P.S./I.S. 119 THE GLENDALE,8,,Class 1,2015,86,275,56,65.1,29,33.7,1,1.2,0,0,1,1.2
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,6,,Class 3,2015,373,307,78,20.9,161,43.2,71,19,63,16.9,134,35.9
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,7,,Class 2,2015,499,319,84,16.8,159,31.9,163,32.7,93,18.6,256,51.3
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,8,,Class 1,2015,385,312,67,17.4,175,45.5,95,24.7,48,12.5,143,37.1
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",3,Group 3,,2015,119,323,9,7.6,36,30.3,43,36.1,31,26.1,74,62.2
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",4,Group 2,,2015,87,327,5,5.7,22,25.3,27,31,33,37.9,60,69
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",5,Group 1,,2015,101,332,10,9.9,20,19.8,39,38.6,32,31.7,71,70.3
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",6,,Class 3,2015,91,314,18,19.8,30,33,21,23.1,22,24.2,43,47.3
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",7,,Class 2,2015,94,329,9,9.6,31,33,25,26.6,29,30.9,54,57.4
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",8,,Class 1,2015,46,312,4,8.7,26,56.5,15,32.6,1,2.2,16,34.8
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,6,,Class 3,2015,117,299,33,28.2,56,47.9,21,17.9,7,6,28,23.9
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,7,,Class 2,2015,89,301,30,33.7,38,42.7,17,19.1,4,4.5,21,23.6
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",7,,Class 2,2015,37,334,0,0,4,10.8,28,75.7,5,13.5,33,89.2
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",8,,Class 1,2015,53,321,4,7.5,23,43.4,21,39.6,5,9.4,26,49.1
31,31R002,I.S. R002 GEORGE L. EGBERT,6,,Class 3,2015,256,298,73,28.5,112,43.8,42,16.4,29,11.3,71,27.7
31,31R002,I.S. R002 GEORGE L. EGBERT,7,,Class 2,2015,216,303,66,30.6,95,44,38,17.6,17,7.9,55,25.5
31,31R002,I.S. R002 GEORGE L. EGBERT,8,,Class 1,2015,192,282,98,51,77,40.1,16,8.3,1,0.5,17,8.9
31,31R007,I.S. 007 ELIAS BERNSTEIN,6,,Class 3,2015,400,323,47,11.8,125,31.3,94,23.5,134,33.5,228,57
31,31R007,I.S. 007 ELIAS BERNSTEIN,7,,Class 2,2015,395,328,34,8.6,121,30.6,146,37,94,23.8,240,60.8
31,31R007,I.S. 007 ELIAS BERNSTEIN,8,,Class 1,2015,271,315,33,12.2,125,46.1,85,31.4,28,10.3,113,41.7
31,31R024,I.S. 024 MYRA S. BARNES,6,,Class 3,2015,433,313,77,17.8,155,35.8,98,22.6,103,23.8,201,46.4
31,31R024,I.S. 024 MYRA S. BARNES,7,,Class 2,2015,422,318,70,16.6,160,37.9,116,27.5,76,18,192,45.5
31,31R024,I.S. 024 MYRA S. BARNES,8,,Class 1,2015,240,287,111,46.3,108,45,18,7.5,3,1.3,21,8.8
31,31R027,I.S. 027 ANNING S. PRALL,6,,Class 3,2015,347,299,126,36.3,118,34,45,13,58,16.7,103,29.7
31,31R027,I.S. 027 ANNING S. PRALL,7,,Class 2,2015,369,296,165,44.7,113,30.6,60,16.3,31,8.4,91,24.7
31,31R027,I.S. 027 ANNING S. PRALL,8,,Class 1,2015,385,295,158,41,133,34.5,63,16.4,31,8.1,94,24.4
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,,Class 3,2015,54,290,19,35.2,24,44.4,7,13,4,7.4,11,20.4
31,31R034,I.S. 034 TOTTENVILLE,6,,Class 3,2015,374,309,78,20.9,150,40.1,71,19,75,20.1,146,39
31,31R034,I.S. 034 TOTTENVILLE,7,,Class 2,2015,369,321,53,14.4,134,36.3,106,28.7,76,20.6,182,49.3
31,31R034,I.S. 034 TOTTENVILLE,8,,Class 1,2015,259,316,25,9.7,124,47.9,91,35.1,19,7.3,110,42.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,3,Group 3,,2015,116,323,12,10.3,26,22.4,48,41.4,30,25.9,78,67.2
31,31R048,P.S. 048 WILLIAM G. WILCOX,4,Group 2,,2015,103,328,4,3.9,30,29.1,28,27.2,41,39.8,69,67
31,31R048,P.S. 048 WILLIAM G. WILCOX,5,Group 1,,2015,130,323,17,13.1,37,28.5,49,37.7,27,20.8,76,58.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,6,,Class 3,2015,99,320,12,12.1,33,33.3,19,19.2,35,35.4,54,54.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,7,,Class 2,2015,91,331,7,7.7,23,25.3,33,36.3,28,30.8,61,67
31,31R049,I.S. 49 BERTA A. DREYFUS,6,,Class 3,2015,234,273,147,62.8,62,26.5,16,6.8,9,3.8,25,10.7
31,31R049,I.S. 49 BERTA A. DREYFUS,7,,Class 2,2015,263,285,146,55.5,77,29.3,31,11.8,9,3.4,40,15.2
31,31R049,I.S. 49 BERTA A. DREYFUS,8,,Class 1,2015,234,274,151,64.5,70,29.9,12,5.1,1,0.4,13,5.6
31,31R051,I.S. 051 EDWIN MARKHAM,6,,Class 3,2015,371,287,169,45.6,114,30.7,54,14.6,34,9.2,88,23.7
31,31R051,I.S. 051 EDWIN MARKHAM,7,,Class 2,2015,426,288,216,50.7,137,32.2,65,15.3,8,1.9,73,17.1
31,31R051,I.S. 051 EDWIN MARKHAM,8,,Class 1,2015,319,275,180,56.4,125,39.2,14,4.4,0,0,14,4.4
31,31R061,I.S. 061 WILLIAM A MORRIS,6,,Class 3,2015,390,285,186,47.7,139,35.6,50,12.8,15,3.8,65,16.7
31,31R061,I.S. 061 WILLIAM A MORRIS,7,,Class 2,2015,374,286,197,52.7,119,31.8,50,13.4,8,2.1,58,15.5
31,31R061,I.S. 061 WILLIAM A MORRIS,8,,Class 1,2015,344,292,147,42.7,132,38.4,49,14.2,16,4.7,65,18.9
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,6,,Class 3,2015,142,315,19,13.4,58,40.8,32,22.5,33,23.2,65,45.8
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,7,,Class 2,2015,136,324,19,14,41,30.1,47,34.6,29,21.3,76,55.9
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,,Class 1,2015,111,306,19,17.1,59,53.2,31,27.9,2,1.8,33,29.7
31,31R072,I.S. 072 ROCCO LAURIE,6,,Class 3,2015,408,306,94,23,161,39.5,83,20.3,70,17.2,153,37.5
31,31R072,I.S. 072 ROCCO LAURIE,7,,Class 2,2015,410,309,91,22.2,169,41.2,115,28,35,8.5,150,36.6
31,31R072,I.S. 072 ROCCO LAURIE,8,,Class 1,2015,421,310,118,28,140,33.3,90,21.4,73,17.3,163,38.7
31,31R075,I.S. 075 FRANK D. PAULO,6,,Class 3,2015,484,324,52,10.7,150,31,119,24.6,163,33.7,282,58.3
31,31R075,I.S. 075 FRANK D. PAULO,7,,Class 2,2015,456,326,54,11.8,137,30,144,31.6,121,26.5,265,58.1
31,31R075,I.S. 075 FRANK D. PAULO,8,,Class 1,2015,282,308,42,14.9,156,55.3,70,24.8,14,5,84,29.8
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,3,Group 3,,2015,85,312,15,17.6,25,29.4,32,37.6,13,15.3,45,52.9
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,4,Group 2,,2015,104,312,14,13.5,42,40.4,24,23.1,24,23.1,48,46.2
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,5,Group 1,,2015,98,316,19,19.4,30,30.6,34,34.7,15,15.3,49,50
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,6,,Class 3,2015,93,305,23,24.7,35,37.6,24,25.8,11,11.8,35,37.6
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,7,,Class 2,2015,93,317,17,18.3,35,37.6,26,28,15,16.1,41,44.1
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,8,,Class 1,2015,93,323,10,10.8,30,32.3,39,41.9,14,15.1,53,57
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,3,Group 3,,2015,105,309,17,16.2,43,41,29,27.6,16,15.2,45,42.9
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,4,Group 2,,2015,64,316,10,15.6,21,32.8,17,26.6,16,25,33,51.6
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,5,Group 1,,2015,70,310,17,24.3,24,34.3,18,25.7,11,15.7,29,41.4
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,,Class 3,2015,96,312,24,25,25,26,24,25,23,24,47,49
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,,Class 2,2015,94,320,11,11.7,33,35.1,37,39.4,13,13.8,50,53.2
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,,Class 1,2015,94,320,9,9.6,39,41.5,29,30.9,17,18.1,46,48.9
02,02M104,J.H.S. 104 SIMON BARUCH,6,Group 1,Class 4,2016,358,329,32,8.9,83,23.2,91,25.4,152,42.5,243,67.9
02,02M104,J.H.S. 104 SIMON BARUCH,7,,Class 3,2016,379,333,44,11.6,75,19.8,107,28.2,153,40.4,260,68.6
02,02M104,J.H.S. 104 SIMON BARUCH,8,,Class 2,2016,213,307,50,23.5,82,38.5,58,27.2,23,10.8,81,38
02,02M114,EAST SIDE MIDDLE SCHOOL,6,Group 1,Class 4,2016,145,369,0,0,7,4.8,6,4.1,132,91,138,95.2
02,02M114,EAST SIDE MIDDLE SCHOOL,7,,Class 3,2016,140,364,0,0,7,5,17,12.1,116,82.9,133,95
02,02M114,EAST SIDE MIDDLE SCHOOL,8,,Class 2,2016,146,356,1,0.7,7,4.8,47,32.2,91,62.3,138,94.5
02,02M126,P.S. 126 JACOB AUGUST RIIS,3,Group 4,,2016,73,312,15,20.5,21,28.8,19,26,18,24.7,37,50.7
02,02M126,P.S. 126 JACOB AUGUST RIIS,4,Group 3,,2016,54,319,6,11.1,23,42.6,6,11.1,19,35.2,25,46.3
02,02M126,P.S. 126 JACOB AUGUST RIIS,5,Group 2,,2016,52,319,13,25,8,15.4,21,40.4,10,19.2,31,59.6
02,02M126,P.S. 126 JACOB AUGUST RIIS,6,Group 1,Class 4,2016,116,341,7,6,21,18.1,21,18.1,67,57.8,88,75.9
02,02M126,P.S. 126 JACOB AUGUST RIIS,7,,Class 3,2016,104,336,8,7.7,21,20.2,31,29.8,44,42.3,75,72.1
02,02M131,M.S. 131,6,Group 1,Class 4,2016,92,308,27,29.3,26,28.3,19,20.7,20,21.7,39,42.4
02,02M131,M.S. 131,7,,Class 3,2016,154,315,35,22.7,51,33.1,36,23.4,32,20.8,68,44.2
02,02M131,M.S. 131,8,,Class 2,2016,128,322,23,18,31,24.2,39,30.5,35,27.3,74,57.8
02,02M167,J.H.S. 167 ROBERT F. WAGNER,6,Group 1,Class 4,2016,423,341,33,7.8,70,16.5,78,18.4,242,57.2,320,75.7
02,02M167,J.H.S. 167 ROBERT F. WAGNER,7,,Class 3,2016,405,336,46,11.4,83,20.5,117,28.9,159,39.3,276,68.1
02,02M167,J.H.S. 167 ROBERT F. WAGNER,8,,Class 2,2016,337,325,45,13.4,76,22.6,125,37.1,91,27,216,64.1
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,6,Group 1,Class 4,2016,80,327,11,13.8,20,25,20,25,29,36.3,49,61.3
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,7,,Class 3,2016,50,343,3,6,6,12,20,40,21,42,41,82
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,3,Group 4,,2016,74,335,1,1.4,21,28.4,18,24.3,34,45.9,52,70.3
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,4,Group 3,,2016,59,321,9,15.3,14,23.7,16,27.1,20,33.9,36,61
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,5,Group 2,,2016,54,324,7,13,12,22.2,18,33.3,17,31.5,35,64.8
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,6,Group 1,Class 4,2016,20,302,3,15,11,55,4,20,2,10,6,30
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,7,,Class 3,2016,25,302,8,32,7,28,9,36,1,4,10,40
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,8,,Class 2,2016,18,294,8,44.4,4,22.2,6,33.3,0,0,6,33.3
02,02M225,ELLA BAKER SCHOOL,3,Group 4,,2016,17,289,7,41.2,5,29.4,5,29.4,0,0,5,29.4
02,02M225,ELLA BAKER SCHOOL,4,Group 3,,2016,14,306,1,7.1,10,71.4,2,14.3,1,7.1,3,21.4
02,02M225,ELLA BAKER SCHOOL,5,Group 2,,2016,19,305,4,21.1,9,47.4,5,26.3,1,5.3,6,31.6
02,02M225,ELLA BAKER SCHOOL,6,Group 1,Class 4,2016,7,299,1,14.3,4,57.1,2,28.6,0,0,2,28.6
02,02M225,ELLA BAKER SCHOOL,7,,Class 3,2016,11,313,0,0,9,81.8,2,18.2,0,0,2,18.2
02,02M225,ELLA BAKER SCHOOL,8,,Class 2,2016,13,326,1,7.7,5,38.5,2,15.4,5,38.5,7,53.8
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,6,Group 1,Class 4,2016,129,355,2,1.6,12,9.3,15,11.6,100,77.5,115,89.1
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,7,,Class 3,2016,121,355,2,1.7,7,5.8,27,22.3,85,70.2,112,92.6
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,8,,Class 2,2016,75,340,5,6.7,10,13.3,29,38.7,31,41.3,60,80
02,02M260,THE CLINTON SCHOOL,6,Group 1,Class 4,2016,93,340,3,3.2,14,15.1,17,18.3,59,63.4,76,81.7
02,02M260,THE CLINTON SCHOOL,7,,Class 3,2016,84,330,3,3.6,27,32.1,37,44,17,20.2,54,64.3
02,02M260,THE CLINTON SCHOOL,8,,Class 2,2016,52,318,5,9.6,20,38.5,19,36.5,8,15.4,27,51.9
02,02M276,BATTERY PARK CITY SCHOOL,3,Group 4,,2016,107,322,14,13.1,33,30.8,24,22.4,36,33.6,60,56.1
02,02M276,BATTERY PARK CITY SCHOOL,4,Group 3,,2016,100,338,7,7,15,15,25,25,53,53,78,78
02,02M276,BATTERY PARK CITY SCHOOL,5,Group 2,,2016,111,328,14,12.6,26,23.4,39,35.1,32,28.8,71,64
02,02M276,BATTERY PARK CITY SCHOOL,6,Group 1,Class 4,2016,92,337,5,5.4,20,21.7,18,19.6,49,53.3,67,72.8
02,02M276,BATTERY PARK CITY SCHOOL,7,,Class 3,2016,89,327,7,7.9,32,36,28,31.5,22,24.7,50,56.2
02,02M276,BATTERY PARK CITY SCHOOL,8,,Class 2,2016,34,315,3,8.8,15,44.1,14,41.2,2,5.9,16,47.1
02,02M289,I.S. 289,6,Group 1,Class 4,2016,95,327,7,7.4,28,29.5,20,21.1,40,42.1,60,63.2
02,02M289,I.S. 289,7,,Class 3,2016,96,332,6,6.3,20,20.8,48,50,22,22.9,70,72.9
02,02M289,I.S. 289,8,,Class 2,2016,82,329,9,11,15,18.3,32,39,26,31.7,58,70.7
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,6,Group 1,Class 4,2016,188,365,7,3.7,7,3.7,11,5.9,163,86.7,174,92.6
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,7,,Class 3,2016,173,359,2,1.2,8,4.6,33,19.1,130,75.1,163,94.2
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,8,,Class 2,2016,42,325,2,4.8,15,35.7,18,42.9,7,16.7,25,59.5
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,3,Group 4,,2016,11,297,5,45.5,2,18.2,3,27.3,1,9.1,4,36.4
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,4,Group 3,,2016,2,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,5,Group 2,,2016,10,289,6,60,2,20,2,20,0,0,2,20
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,6,Group 1,Class 4,2016,4,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,7,,Class 3,2016,1,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,8,,Class 2,2016,6,264,3,50,3,50,0,0,0,0,0,0
02,02M397,SPRUCE STREET SCHOOL,3,Group 4,,2016,44,340,1,2.3,8,18.2,10,22.7,25,56.8,35,79.5
02,02M397,SPRUCE STREET SCHOOL,4,Group 3,,2016,61,327,4,6.6,20,32.8,13,21.3,24,39.3,37,60.7
02,02M397,SPRUCE STREET SCHOOL,5,Group 2,,2016,39,349,1,2.6,6,15.4,10,25.6,22,56.4,32,82.1
02,02M397,SPRUCE STREET SCHOOL,6,Group 1,Class 4,2016,54,333,2,3.7,11,20.4,15,27.8,26,48.1,41,75.9
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,6,Group 1,Class 4,2016,10,307,1,10,6,60,1,10,2,20,3,30
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,7,,Class 3,2016,10,331,1,10,2,20,5,50,2,20,7,70
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,8,,Class 2,2016,4,,,,,,,,,,,
02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,6,Group 1,Class 4,2016,23,347,0,0,1,4.3,10,43.5,12,52.2,22,95.7
02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,7,,Class 3,2016,24,340,0,0,4,16.7,9,37.5,11,45.8,20,83.3
02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,8,,Class 2,2016,9,315,2,22.2,3,33.3,4,44.4,0,0,4,44.4
02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,6,Group 1,Class 4,2016,99,327,7,7.1,26,26.3,26,26.3,40,40.4,66,66.7
02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,7,,Class 3,2016,80,333,10,12.5,15,18.8,28,35,27,33.8,55,68.8
02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,8,,Class 2,2016,72,331,6,8.3,19,26.4,25,34.7,22,30.6,47,65.3
02,02M422,QUEST TO LEARN,6,Group 1,Class 4,2016,88,302,18,20.5,44,50,16,18.2,10,11.4,26,29.5
02,02M422,QUEST TO LEARN,7,,Class 3,2016,78,308,19,24.4,29,37.2,21,26.9,9,11.5,30,38.5
02,02M422,QUEST TO LEARN,8,,Class 2,2016,58,275,32,55.2,21,36.2,5,8.6,0,0,5,8.6
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",4,Group 3,,2016,35,336,1,2.9,4,11.4,16,45.7,14,40,30,85.7
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",5,Group 2,,2016,41,345,0,0,6,14.6,15,36.6,20,48.8,35,85.4
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",6,Group 1,Class 4,2016,24,351,0,0,2,8.3,7,29.2,15,62.5,22,91.7
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",7,,Class 3,2016,20,342,0,0,2,10,13,65,5,25,18,90
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",8,,Class 2,2016,2,,,,,,,,,,,
02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,6,Group 1,Class 4,2016,112,321,14,12.5,30,26.8,37,33,31,27.7,68,60.7
02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,7,,Class 3,2016,108,332,8,7.4,25,23.1,42,38.9,33,30.6,75,69.4
02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,8,,Class 2,2016,100,320,20,20,27,27,27,27,26,26,53,53
02,02M933,CITY KNOLL MIDDLE SCHOOL,6,Group 1,Class 4,2016,73,298,24,32.9,27,37,11,15.1,11,15.1,22,30.1
