Year,District,Feeder School DBN,Feeder School Name,Count of Students in HS Admissions,Count of Testers,Attempt Rate,Count of Offers,Offer Rate
2020,09,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327 (09X327),101,16,16%,3,19%
2020,09,09X328,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS (09X328),82,7,9%,3,43%
2020,09,09X339,I.S. 339 (09X339),187,17,9%,3,18%
2020,09,09X350,NEW DIRECTIONS SECONDARY SCHOOL (09X350),22,3,14%,3,100%
2020,09,09X361,THE HIGHBRIDGE GREEN SCHOOL (09X361),123,13,11%,3,23%
2020,09,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE (09X413),49,7,14%,3,43%
2020,09,09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL (09X454),153,52,34%,3,6%
2020,09,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE (09X505)",90,7,8%,3,43%
2020,09,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX (09X568),85,31,36%,3,10%
2020,09,09X594,M.S. 594 (09X594),80,3,4%,3,100%
2016,10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,13,13,100%,3,23%
2016,10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,28,28,100%,3,11%
2016,10,10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",34,34,100%,3,9%
2016,10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,11,11,100%,3,27%
2016,10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,46,46,100%,3,7%
2016,10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,52,52,100%,3,6%
2016,10,10X095,P.S. 095 SHEILA MENCHER,31,31,100%,3,10%
2016,10,10X118,J.H.S. 118 WILLIAM W. NILES,177,177,100%,24,14%
2016,10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),84,84,100%,19,23%
2016,10,10X206,I.S. 206 ANN MERSEREAU,9,9,100%,3,33%
2016,10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,19,19,100%,3,16%
2016,10,10X228,JONAS BRONCK ACADEMY,52,52,100%,3,6%
2016,10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,12,12,100%,3,25%
2016,10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,99,99,100%,3,3%
2016,10,10X254,I.S. 254,18,18,100%,3,17%
2016,10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",23,23,100%,3,13%
2016,10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,34,34,100%,3,9%
2016,10,10X308,BRONX DANCE ACADEMY SCHOOL,24,24,100%,3,13%
2016,10,10X315,P.S. 315 LAB SCHOOL,21,21,100%,3,14%
2016,10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,21,21,100%,3,14%
2016,10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,3,3,100%,3,100%
2016,10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,42,42,100%,3,7%
2016,10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),27,27,100%,3,11%
2016,10,10X390,M.S. 390,26,26,100%,3,12%
2016,10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,15,15,100%,3,20%
2016,10,10X447,CRESTON ACADEMY,28,28,100%,3,11%
2016,10,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,22,22,100%,3,14%
2017,10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,28,14,50%,3,21%
2017,10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,67,44,66%,3,7%
2017,10,10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",89,33,37%,3,9%
2017,10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,68,9,13%,3,33%
2017,10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,226,32,14%,3,9%
2017,10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,237,73,31%,3,4%
2017,10,10X095,P.S. 095 SHEILA MENCHER,158,34,22%,3,9%
2017,10,10X118,J.H.S. 118 WILLIAM W. NILES,386,196,51%,27,14%
2017,10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),259,109,42%,17,16%
2017,10,10X206,I.S. 206 ANN MERSEREAU,75,6,8%,3,50%
2017,10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,64,7,11%,3,43%
2017,10,10X228,JONAS BRONCK ACADEMY,89,58,65%,3,5%
2017,10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,91,18,20%,3,17%
2017,10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,280,73,26%,3,4%
2017,10,10X254,I.S. 254,194,14,7%,3,21%
2017,10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",124,25,20%,3,12%
2017,10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,101,37,37%,3,8%
2017,10,10X308,BRONX DANCE ACADEMY SCHOOL,92,40,43%,3,8%
2017,10,10X315,P.S. 315 LAB SCHOOL,25,11,44%,3,27%
2017,10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,154,25,16%,3,12%
2017,10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,58,3,5%,3,100%
2017,10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,161,22,14%,3,14%
2017,10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),177,34,19%,3,9%
2017,10,10X390,M.S. 390,150,32,21%,3,9%
2017,10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,187,11,6%,3,27%
2017,10,10X447,CRESTON ACADEMY,162,21,13%,3,14%
2017,10,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,108,8,7%,3,38%
2018,10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,49,13,27%,3,6%
2018,10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,56,27,48%,3,5%
2018,10,10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",119,42,35%,3,3%
2018,10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,70,6,9%,3,4%
2018,10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,257,46,18%,3,1%
2018,10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,232,51,22%,3,1%
2018,10,10X095,P.S. 095 SHEILA MENCHER,161,42,26%,3,2%
2018,10,10X118,J.H.S. 118 WILLIAM W. NILES,424,270,64%,29,7%
2018,10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),252,75,30%,15,6%
2018,10,10X206,I.S. 206 ANN MERSEREAU,69,8,12%,3,4%
2018,10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,51,6,12%,3,6%
2018,10,10X228,JONAS BRONCK ACADEMY,90,64,71%,3,3%
2018,10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,95,18,19%,3,3%
2018,10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,270,91,34%,3,1%
2018,10,10X254,I.S. 254,143,13,9%,3,2%
2018,10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",139,38,27%,3,2%
2018,10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,101,41,41%,3,3%
2018,10,10X308,BRONX DANCE ACADEMY SCHOOL,80,19,24%,3,4%
2018,10,10X315,P.S. 315 LAB SCHOOL,30,12,40%,3,10%
2018,10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,128,35,27%,3,2%
2018,10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,51,3,6%,3,6%
2018,10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,181,45,25%,3,2%
2018,10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),155,27,17%,3,2%
2018,10,10X390,M.S. 390,163,24,15%,3,2%
2018,10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,190,17,9%,3,2%
2018,10,10X447,CRESTON ACADEMY,157,29,18%,3,2%
2018,10,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,102,10,10%,3,3%
2019,10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,31,8,26%,3,38%
2019,10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,57,31,54%,3,10%
2019,10,10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",117,33,28%,3,9%
2019,10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,45,10,22%,3,30%
2019,10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,240,45,19%,3,7%
2019,10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,234,51,22%,3,6%
2019,10,10X095,P.S. 095 SHEILA MENCHER,159,56,35%,3,5%
2019,10,10X118,J.H.S. 118 WILLIAM W. NILES,366,246,67%,17,7%
2019,10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,241,84,35%,10,12%
2019,10,10X206,I.S. 206 ANN MERSEREAU,74,9,12%,3,33%
2019,10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,62,7,11%,3,43%
2019,10,10X228,JONAS BRONCK ACADEMY,91,62,68%,3,5%
2019,10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,86,12,14%,3,25%
2019,10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,291,76,26%,3,4%
2019,10,10X254,I.S. 254,167,15,9%,3,20%
2019,10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",128,29,23%,3,10%
2019,10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,124,28,23%,3,11%
2019,10,10X308,BRONX DANCE ACADEMY SCHOOL,84,20,24%,3,15%
2019,10,10X315,P.S. 315 LAB SCHOOL,40,14,35%,3,21%
2019,10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,144,32,22%,3,9%
2019,10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,50,7,14%,3,43%
2019,10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,200,48,24%,3,6%
2019,10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),175,28,16%,3,11%
2019,10,10X390,M.S. 390,182,21,12%,3,14%
2019,10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,155,12,8%,3,25%
2019,10,10X447,CRESTON ACADEMY,166,32,19%,3,9%
2019,10,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,104,7,7%,3,43%
2020,10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY (10X003),28,6,21%,3,50%
2020,10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING (10X015),57,34,60%,3,9%
2020,10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III (10X020)",114,24,21%,3,13%
2020,10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL (10X037),62,12,19%,3,25%
2020,10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45 (10X045),227,26,11%,3,12%
2020,10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY (10X080),233,39,17%,3,8%
2020,10,10X095,P.S. 095 SHEILA MENCHER (10X095),170,66,39%,3,5%
2020,10,10X118,J.H.S. 118 WILLIAM W. NILES (10X118),379,242,64%,21,9%
2020,10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141) (10X141),272,84,31%,8,10%
2020,10,10X206,I.S. 206 ANN MERSEREAU (10X206),73,7,10%,3,43%
2020,10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL (10X225),60,6,10%,3,50%
2020,10,10X228,JONAS BRONCK ACADEMY (10X228),88,61,69%,3,5%
2020,10,10X243,WEST BRONX ACADEMY FOR THE FUTURE (10X243),97,14,14%,3,21%
2020,10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (10X244),270,67,25%,3,4%
2020,10,10X254,I.S. 254 (10X254),186,17,9%,3,18%
2020,10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR. (10X279)",126,27,21%,3,11%
2020,10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY (10X280),102,22,22%,3,14%
2020,10,10X308,BRONX DANCE ACADEMY SCHOOL (10X308),89,13,15%,3,23%
2020,10,10X315,P.S. 315 LAB SCHOOL (10X315),31,14,45%,3,21%
2020,10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS (10X331),140,35,25%,3,9%
2020,10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS (10X342),57,7,12%,3,43%
2020,10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE (10X363),320,50,16%,3,6%
2020,10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368) (10X368),159,27,17%,3,11%
2020,10,10X390,M.S. 390 (10X390),175,37,21%,3,8%
2020,10,10X391,THE ANGELO PATRI MIDDLE SCHOOL (10X391),181,9,5%,3,33%
2020,10,10X447,CRESTON ACADEMY (10X447),157,37,24%,3,8%
2016,11,11X019,P.S. 019 JUDITH K. WEISS,36,36,100%,3,8%
2016,11,11X083,P.S. 083 DONALD HERTZ,75,75,100%,6,8%
2016,11,11X089,P.S. 089 BRONX,35,35,100%,3,9%
2016,11,11X127,J.H.S. 127 THE CASTLE HILL,98,98,100%,11,11%
2016,11,11X144,J.H.S. 144 MICHELANGELO,44,44,100%,3,7%
2016,11,11X175,P.S. 175 CITY ISLAND,14,14,100%,3,21%
2016,11,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,140,140,100%,7,5%
2016,11,11X181,I.S. 181 PABLO CASALS,142,142,100%,12,8%
2016,11,11X194,P.S./M.S. 194,72,72,100%,12,17%
2016,11,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,16,16,100%,3,19%
2016,11,11X326,BRONX GREEN MIDDLE SCHOOL,24,24,100%,3,13%
2016,11,11X355,BRONX ALLIANCE MIDDLE SCHOOL,19,19,100%,3,16%
2016,11,11X370,LEADERS OF TOMORROW,23,23,100%,3,13%
2016,11,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),23,23,100%,3,13%
2016,11,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,38,38,100%,3,8%
2016,11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,32,32,100%,3,9%
2016,11,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,36,36,100%,3,8%
2016,11,11X532,BAYCHESTER MIDDLE SCHOOL,23,23,100%,3,13%
2016,11,11X556,BRONX PARK MIDDLE SCHOOL,24,24,100%,3,13%
2016,11,11X566,PELHAM GARDENS MIDDLE SCHOOL,41,41,100%,3,7%
2017,11,11X019,P.S. 019 JUDITH K. WEISS,57,27,47%,3,11%
2017,11,11X083,P.S. 083 DONALD HERTZ,223,84,38%,11,13%
2017,11,11X089,P.S. 089 BRONX,186,47,25%,3,6%
2017,11,11X127,J.H.S. 127 THE CASTLE HILL,245,101,41%,10,10%
2017,11,11X144,J.H.S. 144 MICHELANGELO,166,38,23%,3,8%
2017,11,11X175,P.S. 175 CITY ISLAND,41,16,39%,3,19%
2017,11,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,289,138,48%,3,2%
2017,11,11X181,I.S. 181 PABLO CASALS,261,107,41%,7,7%
2017,11,11X194,P.S./M.S. 194,151,73,48%,11,15%
2017,11,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,95,22,23%,3,14%
2017,11,11X326,BRONX GREEN MIDDLE SCHOOL,132,31,23%,3,10%
2017,11,11X355,BRONX ALLIANCE MIDDLE SCHOOL,111,31,28%,3,10%
2017,11,11X370,LEADERS OF TOMORROW,137,20,15%,3,15%
2017,11,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),85,21,25%,3,14%
2017,11,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,133,47,35%,3,6%
2017,11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,95,30,32%,3,10%
2017,11,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,113,31,27%,3,10%
2017,11,11X532,BAYCHESTER MIDDLE SCHOOL,103,16,16%,3,19%
2017,11,11X556,BRONX PARK MIDDLE SCHOOL,137,38,28%,3,8%
2017,11,11X566,PELHAM GARDENS MIDDLE SCHOOL,160,27,17%,3,11%
2018,11,11X019,P.S. 019 JUDITH K. WEISS,46,24,52%,3,7%
2018,11,11X083,P.S. 083 DONALD HERTZ,229,77,34%,13,6%
2018,11,11X089,P.S. 089 BRONX,159,25,16%,3,2%
2018,11,11X127,J.H.S. 127 THE CASTLE HILL,285,133,47%,9,3%
2018,11,11X144,J.H.S. 144 MICHELANGELO,177,42,24%,3,2%
2018,11,11X175,P.S. 175 CITY ISLAND,44,14,32%,3,7%
2018,11,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,305,151,50%,3,1%
2018,11,11X181,I.S. 181 PABLO CASALS,290,124,43%,8,3%
2018,11,11X194,P.S./M.S. 194,164,64,39%,8,5%
2018,11,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,182,23,13%,3,2%
2018,11,11X326,BRONX GREEN MIDDLE SCHOOL,133,37,28%,3,2%
2018,11,11X355,BRONX ALLIANCE MIDDLE SCHOOL,132,24,18%,3,2%
2018,11,11X370,LEADERS OF TOMORROW,128,29,23%,3,2%
2018,11,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),94,24,26%,3,3%
2018,11,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,102,35,34%,3,3%
2018,11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,95,36,38%,3,3%
2018,11,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,121,35,29%,3,2%
2018,11,11X532,BAYCHESTER MIDDLE SCHOOL,107,15,14%,3,3%
2018,11,11X556,BRONX PARK MIDDLE SCHOOL,147,52,35%,3,2%
2018,11,11X566,PELHAM GARDENS MIDDLE SCHOOL,162,31,19%,3,2%
2019,11,11X019,P.S. 019 JUDITH K. WEISS,61,28,46%,3,11%
2019,11,11X083,P.S. 083 DONALD HERTZ,223,81,36%,8,10%
2019,11,11X089,P.S. 089 BRONX,168,46,27%,3,7%
2019,11,11X127,J.H.S. 127 THE CASTLE HILL,306,155,51%,12,8%
2019,11,11X144,J.H.S. 144 MICHELANGELO,181,42,23%,3,7%
2019,11,11X175,P.S. 175 CITY ISLAND,54,15,28%,3,20%
2019,11,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,301,187,62%,3,2%
2019,11,11X181,I.S. 181 PABLO CASALS,283,109,39%,8,7%
2019,11,11X194,P.S./M.S. 194,171,76,44%,9,12%
2019,11,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,205,31,15%,3,10%
2019,11,11X326,BRONX GREEN MIDDLE SCHOOL,144,26,18%,3,12%
2019,11,11X355,BRONX ALLIANCE MIDDLE SCHOOL,107,17,16%,3,18%
2019,11,11X370,LEADERS OF TOMORROW,149,22,15%,3,14%
2019,11,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,88,13,15%,3,23%
2019,11,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,104,37,36%,3,8%
2019,11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,95,28,29%,3,11%
2019,11,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,116,32,28%,3,9%
2019,11,11X532,BAYCHESTER MIDDLE SCHOOL,102,11,11%,3,27%
2019,11,11X556,BRONX PARK MIDDLE SCHOOL,140,46,33%,3,7%
2019,11,11X566,PELHAM GARDENS MIDDLE SCHOOL,173,44,25%,3,7%
2020,11,11X019,P.S. 019 JUDITH K. WEISS (11X019),60,30,50%,3,10%
2020,11,11X083,P.S. 083 DONALD HERTZ (11X083),224,76,34%,7,9%
2020,11,11X089,P.S. 089 BRONX (11X089),178,64,36%,3,5%
2020,11,11X127,J.H.S. 127 THE CASTLE HILL (11X127),255,141,55%,10,7%
2020,11,11X144,J.H.S. 144 MICHELANGELO (11X144),176,60,34%,3,5%
2020,11,11X175,P.S. 175 CITY ISLAND (11X175),26,7,27%,3,43%
2020,11,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS (11X180),357,255,71%,7,3%
2020,11,11X181,I.S. 181 PABLO CASALS (11X181),276,108,39%,8,7%
2020,11,11X194,P.S./M.S. 194 (11X194),180,118,66%,13,11%
2020,11,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT (11X287),170,14,8%,3,21%
2020,11,11X326,BRONX GREEN MIDDLE SCHOOL (11X326),135,33,24%,3,9%
2020,11,11X355,BRONX ALLIANCE MIDDLE SCHOOL (11X355),94,20,21%,3,15%
2020,11,11X370,LEADERS OF TOMORROW (11X370),158,56,35%,3,5%
2020,11,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA) (11X462),76,8,11%,3,38%
2020,11,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT (11X468),123,30,24%,3,10%
2020,11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY (11X498),90,35,39%,3,9%
2020,11,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD (11X529),104,38,37%,3,8%
2020,11,11X532,BAYCHESTER MIDDLE SCHOOL (11X532),99,11,11%,3,27%
2020,11,11X556,BRONX PARK MIDDLE SCHOOL (11X556),130,39,30%,3,8%
2020,11,11X566,PELHAM GARDENS MIDDLE SCHOOL (11X566),160,35,22%,3,9%
2016,12,12X098,J.H.S. 098 HERMAN RIDDER,3,3,100%,3,100%
2016,12,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,20,20,100%,3,15%
2016,12,12X190,E.S.M.T- I.S. 190,15,15,100%,3,20%
2016,12,12X211,P.S. 211,20,20,100%,3,15%
2016,12,12X212,P.S. 212,3,3,100%,3,100%
2016,12,12X214,P.S. 214,31,31,100%,3,10%
2016,12,12X217,SCHOOL OF PERFORMING ARTS,3,3,100%,3,100%
2016,12,12X242,MOTT HALL V,12,12,100%,3,25%
2016,12,12X267,BRONX LATIN,16,16,100%,3,19%
2016,12,12X271,EAST BRONX ACADEMY FOR THE FUTURE,7,7,100%,3,43%
2016,12,12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,33,33,100%,3,9%
2016,12,12X286,FANNIE LOU HAMER MIDDLE SCHOOL,8,8,100%,3,38%
2016,12,12X316,KAPPA III,34,34,100%,3,9%
2016,12,12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",15,15,100%,3,20%
2016,12,12X341,ACCION ACADEMY,9,9,100%,3,33%
2016,12,12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,3,3,100%,3,100%
2016,12,12X383,EMOLIOR ACADEMY,21,21,100%,3,14%
2016,12,12X384,ENTRADA ACADEMY,12,12,100%,3,25%
2017,12,12X098,J.H.S. 098 HERMAN RIDDER,81,10,12%,3,30%
2017,12,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,195,23,12%,3,13%
2017,12,12X190,E.S.M.T- I.S. 190,75,13,17%,3,23%
2017,12,12X211,P.S. 211,85,18,21%,3,17%
2017,12,12X212,P.S. 212,71,12,17%,3,25%
2017,12,12X214,P.S. 214,140,30,21%,3,10%
2017,12,12X217,SCHOOL OF PERFORMING ARTS,98,13,13%,3,23%
2017,12,12X242,MOTT HALL V,97,13,13%,3,23%
2017,12,12X267,BRONX LATIN,85,14,16%,3,21%
2017,12,12X271,EAST BRONX ACADEMY FOR THE FUTURE,101,3,3%,3,100%
2017,12,12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,87,26,30%,3,12%
2017,12,12X286,FANNIE LOU HAMER MIDDLE SCHOOL,95,12,13%,3,25%
2017,12,12X316,KAPPA III,121,39,32%,3,8%
2017,12,12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",94,15,16%,3,20%
2017,12,12X341,ACCION ACADEMY,34,8,24%,3,38%
2017,12,12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,66,15,23%,3,20%
2017,12,12X383,EMOLIOR ACADEMY,84,13,15%,3,23%
2017,12,12X384,ENTRADA ACADEMY,106,8,8%,3,38%
2018,12,12X098,J.H.S. 098 HERMAN RIDDER,75,3,4%,3,4%
2018,12,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,169,29,17%,3,2%
2018,12,12X190,E.S.M.T- I.S. 190,78,19,24%,3,4%
2018,12,12X211,P.S. 211,85,7,8%,3,4%
2018,12,12X212,P.S. 212,62,3,5%,3,5%
2018,12,12X214,P.S. 214,151,28,19%,3,2%
2018,12,12X217,SCHOOL OF PERFORMING ARTS,96,8,8%,3,3%
2018,12,12X242,MOTT HALL V,94,17,18%,3,3%
2018,12,12X267,BRONX LATIN,83,3,4%,3,4%
2018,12,12X271,EAST BRONX ACADEMY FOR THE FUTURE,88,14,16%,3,3%
2018,12,12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,73,11,15%,3,4%
2018,12,12X286,FANNIE LOU HAMER MIDDLE SCHOOL,88,3,3%,3,3%
2018,12,12X316,KAPPA III,128,34,27%,3,2%
2018,12,12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",101,18,18%,3,3%
2018,12,12X341,ACCION ACADEMY,55,7,13%,3,5%
2018,12,12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,70,6,9%,3,4%
2018,12,12X383,EMOLIOR ACADEMY,84,20,24%,3,4%
2018,12,12X384,ENTRADA ACADEMY,72,10,14%,3,4%
2019,12,12X098,J.H.S. 098 HERMAN RIDDER,116,3,3%,3,100%
2019,12,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD,183,36,20%,3,8%
2019,12,12X190,E.S.M.T- I.S. 190,99,8,8%,3,38%
2019,12,12X211,P.S. 211,89,11,12%,3,27%
2019,12,12X214,P.S. 214,179,31,17%,3,10%
2019,12,12X217,SCHOOL OF PERFORMING ARTS,93,9,10%,3,33%
2019,12,12X242,MOTT HALL V,99,12,12%,3,25%
2019,12,12X267,BRONX LATIN,84,7,8%,3,43%
2019,12,12X271,EAST BRONX ACADEMY FOR THE FUTURE,98,3,3%,3,100%
2019,12,12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,87,15,17%,3,20%
2019,12,12X286,FANNIE LOU HAMER MIDDLE SCHOOL,92,13,14%,3,23%
2019,12,12X316,KAPPA III,131,31,24%,3,10%
2019,12,12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",94,35,37%,3,9%
2019,12,12X341,ACCION ACADEMY,155,3,2%,3,100%
2019,12,12X383,EMOLIOR ACADEMY,103,19,18%,3,16%
2020,12,12X098,J.H.S. 098 HERMAN RIDDER (12X098),111,9,8%,3,33%
